strain 1,stress 1,strain 2,stress 2,strain 3,stress 3,strain 4,stress 4,strain 5,stress 5
8.4771,28.90315922,7.880133333,27.4337301,5.211583333,25.48831456,4.9221,25.94825825,5.302583333,25.98500971
8.49115,28.90546602,7.901333333,27.44526408,5.21555,25.5067165,4.931483333,25.9643534,5.3114,26.00110485
8.496766667,28.90777282,7.901333333,27.45443883,5.2249,25.51819806,4.938916667,25.97352816,5.319533333,26.0172
8.517966667,28.90546602,7.923316667,27.46822718,5.231783333,25.5366,4.944466667,25.9896233,5.3263,26.03104078
8.53325,28.90546602,7.9446,27.47745437,5.235933333,25.54582718,4.95335,26.00110485,5.335916667,26.04482913
8.546966667,28.90315922,7.957633333,27.49354951,5.245016667,25.56422913,4.9603,26.0172,5.34335,26.05861748
8.559183333,28.90777282,7.96775,27.50041748,5.2517,25.57571068,4.965483333,26.02873398,5.3491,26.06779223
8.575366667,28.91007961,7.975583333,27.51195146,5.255716667,25.58719223,4.9743,26.04944272,5.35755,26.08388738
8.590083333,28.90777282,7.975583333,27.52112621,5.26495,25.60328738,4.976066667,26.06092427,5.3646,26.10228932
8.60335,28.91007961,7.992333333,27.5303534,5.2718,25.62168932,4.986533333,26.07471262,5.370233333,26.11838447
8.619966667,28.90777282,8.010716667,27.53722136,5.275933333,25.63778447,4.995083333,26.08850097,5.378933333,26.12991845
8.634666667,28.91007961,8.010716667,27.54414175,5.285433333,25.64701165,5.002133333,26.09998252,5.38665,26.14832039
8.648383333,28.90777282,8.029233333,27.5556233,5.286116667,25.66541359,5.007466667,26.1138233,5.393,26.16210874
8.6643,28.91238641,8.049033333,27.56254369,5.296166667,25.67920194,5.016216667,26.13222524,5.401916667,26.17589709
8.6794,28.91694757,8.049033333,27.57863883,5.304916667,25.69529709,5.02345,26.14832039,5.404133333,26.18737864
8.693733333,28.92386796,8.0799,27.5855068,5.311333333,25.70216505,5.028916667,26.16210874,5.415533333,26.20347379
8.7093,28.92386796,8.0915,27.59934757,5.3155,25.72056699,5.037616667,26.17589709,5.4243,26.21956893
8.715966667,28.92848155,8.0915,27.61082913,5.324666667,25.72979417,5.04465,26.18968544,5.43145,26.23335728
8.7368,28.93078835,8.10755,27.62461748,5.3319,25.73896893,5.049933333,26.20116699,5.437133333,26.24950485
8.750866667,28.92617476,8.124816667,27.63153786,5.33665,25.75275728,5.058016667,26.21500777,5.445366667,26.2632932
8.764083333,28.92156117,8.124816667,27.64532621,5.345966667,25.76429126,5.0646,26.22648932,5.45255,26.27938835
8.776466667,28.91694757,8.142166667,27.65219417,5.35305,25.77346602,5.069566667,26.24489126,5.4584,26.2931767
8.776466667,28.91238641,8.157883333,27.65911456,5.3577,25.78956117,5.077583333,26.25637282,5.467283333,26.30235146
8.808683333,28.90085243,8.157883333,27.66372816,5.367183333,25.80565631,5.079183333,26.27016117,5.474483333,26.31619223
8.820566667,28.89398447,8.1771,27.67290291,5.374616667,25.8148835,5.088716667,26.28394951,5.480166667,26.32998058
8.833883333,28.88475728,8.194016667,27.6798233,5.3795,25.82636505,5.096233333,26.30009709,5.488066667,26.34376893
8.8396,28.88245049,8.194016667,27.68899806,5.389083333,25.84246019,5.10235,26.31157864,5.495083333,26.35755728
8.859383333,28.88019612,8.210466667,27.69822524,5.39015,25.85624854,5.10695,26.32536699,5.501216667,26.37826602
8.86965,28.88019612,8.226183333,27.7050932,5.401116667,25.87003689,5.114616667,26.33684854,5.509533333,26.38974757
8.878933333,28.88019612,8.226183333,27.71662718,5.41085,25.88382524,5.121133333,26.35063689,5.516866667,26.40584272
8.896733333,28.88706408,8.247566667,27.72580194,5.419116667,25.89766602,5.126116667,26.35986408,5.523166667,26.41732427
8.911466667,28.88245049,8.265883333,27.7372835,5.424616667,25.91145437,5.133916667,26.37595922,5.532816667,26.42885825
8.923716667,28.88706408,8.265883333,27.74651068,5.4343,25.92293592,5.140916667,26.38974757,5.54115,26.43572621
8.937483333,28.89167767,8.282083333,27.75568544,5.441516667,25.93216311,5.146783333,26.40814951,5.5482,26.44956699
8.950533333,28.89859806,8.298666667,27.76029903,5.446216667,25.94595146,5.155133333,26.41963107,5.5482,26.46104854
8.962866667,28.89629126,8.298666667,27.76716699,5.455816667,25.95973981,5.16225,26.44033981,5.56675,26.4679165
8.962866667,28.90085243,8.31505,27.77408738,5.462983333,25.97122136,5.167983333,26.44956699,5.572683333,26.47945049
8.988766667,28.89859806,8.331383333,27.78326214,5.467666667,25.98275534,5.176383333,26.46566214,5.580783333,26.48862524
9.000883333,28.90315922,8.331383333,27.79248932,5.477033333,25.99654369,5.1785,26.47714369,5.5875,26.49785243
9.013916667,28.90085243,8.350383333,27.80166408,5.484116667,26.00802524,5.188883333,26.49323883,5.593033333,26.50472039
9.0195,28.90546602,8.37205,27.81089126,5.488733333,26.02412039,5.196633333,26.50241359,5.600433333,26.52081553
9.038283333,28.91007961,8.37205,27.82006602,5.49815,26.03104078,5.198583333,26.51850874,5.60725,26.52773592
9.038283333,28.91238641,8.390366667,27.82467961,5.50555,26.04482913,5.21015,26.53004272,5.613233333,26.54383107
9.063733333,28.91007961,8.408733333,27.83616117,5.5104,26.05861748,5.2169,26.54152427,5.6213,26.55300583
9.075533333,28.9146932,8.408733333,27.84077476,5.519833333,26.07009903,5.223716667,26.55761942,5.628283333,26.56453981
9.075533333,28.91925437,8.427966667,27.84769515,5.5268,26.08163301,5.2292,26.56910097,5.6342,26.57140777
9.101216667,28.92156117,8.446633333,27.85456311,5.531316667,26.09998252,5.23795,26.58294175,5.641733333,26.58063495
9.1137,28.92617476,8.446633333,27.8614835,5.5409,26.1138233,5.240133333,26.5967301,5.6476,26.58750291
9.126516667,28.93078835,8.466116667,27.87065825,5.548233333,26.12761165,5.253883333,26.61282524,5.652283333,26.60359806
9.132933333,28.93534951,8.483066667,27.87757864,5.55305,26.13678641,5.259116667,26.6196932,5.652283333,26.61282524
9.151966667,28.93304272,8.483066667,27.8867534,5.562483333,26.14832039,5.260433333,26.63578835,5.66705,26.622
9.151966667,28.93078835,8.5009,27.89367379,5.570033333,26.16441553,5.275216667,26.64040194,5.67275,26.63578835
9.1771,28.93304272,8.51845,27.90284854,5.575416667,26.1712835,5.279833333,26.64962913,5.6812,26.64732233
9.18965,28.93078835,8.51845,27.90976893,5.584883333,26.18051068,5.281216667,26.65880388,5.688616667,26.65649709
9.18965,28.92617476,8.537066667,27.91894369,5.592383333,26.19429903,5.29115,26.67489903,5.694933333,26.66572427
9.2146,28.93304272,8.555816667,27.93278447,5.597683333,26.21039417,5.298866667,26.68407379,5.703266667,26.67951262
9.2274,28.93534951,8.571183333,27.94426602,5.606933333,26.21500777,5.300783333,26.70016893,5.710483333,26.69099417
9.240216667,28.93304272,8.57585,27.95344078,5.60835,26.23110291,5.31205,26.7163165,5.716633333,26.70939612
9.246616667,28.93996311,8.59565,27.96266796,5.620316667,26.24258447,5.32015,26.72779806,5.716633333,26.72087767
9.2659,28.94919029,8.611816667,27.96953592,5.63065,26.26098641,5.322166667,26.7438932,5.727266667,26.73466602
9.2659,28.94919029,8.616733333,27.97414951,5.639283333,26.26785437,5.33455,26.75768155,5.737466667,26.7462
9.291383333,28.95375146,8.637616667,27.97645631,5.645433333,26.28394951,5.34375,26.76916311,5.7449,26.76229515
9.304416667,28.95375146,8.65385,27.98332427,5.65155,26.2954835,5.352833333,26.78069709,5.751766667,26.7714699
9.314283333,28.95375146,8.6588,27.98793786,5.65885,26.30927184,5.358166667,26.79217864,5.757983333,26.77839029
9.324166667,28.9445767,8.6788,27.99485825,5.664416667,26.3207534,5.359783333,26.80596699,5.757983333,26.78987184
9.342316667,28.93765631,8.69375,28.00403301,5.67425,26.32998058,5.371633333,26.81744854,5.771533333,26.80366019
9.351383333,28.93078835,8.698966667,28.0086466,5.681433333,26.34146214,5.379866667,26.83354369,5.777283333,26.81288738
9.3717,28.93078835,8.719716667,28.01326019,5.6864,26.35294369,5.382266667,26.84277087,5.784916667,26.82436893
9.3717,28.92386796,8.735583333,28.01782136,5.695266667,26.36217087,5.3974,26.85655922,5.7917,26.84277087
9.398666667,28.92386796,8.74135,28.02474175,5.704016667,26.36447767,5.4033,26.85886602,5.797716667,26.85655922
9.41255,28.91925437,8.762766667,28.02935534,5.711933333,26.38057282,5.41175,26.87496117,5.80455,26.87034757
9.42605,28.9146932,8.779233333,28.04083689,5.716733333,26.39205437,5.42045,26.88413592,5.81065,26.88188155
9.43965,28.90777282,8.785233333,28.05231845,5.7177,26.40122913,5.4266,26.90023107,5.81605,26.8956699
9.453366667,28.90085243,8.806466667,28.05693204,5.730716667,26.4150699,5.428466667,26.91407184,5.823433333,26.90484466
9.4671,28.89398447,8.822283333,28.06841359,5.738183333,26.42655146,5.442966667,26.93016699,5.83035,26.92093981
9.473966667,28.88706408,8.828033333,28.07533398,5.739666667,26.43803301,5.44825,26.93934175,5.836716667,26.93016699
9.49435,28.88019612,8.848983333,28.07994757,5.754383333,26.44726019,5.449866667,26.9531301,5.844616667,26.94626214
9.49435,28.87327573,8.865266667,28.08225437,5.754383333,26.45874175,5.464916667,26.95774369,5.851583333,26.95774369
9.521733333,28.87096893,8.8712,28.09142913,5.7712,26.46566214,5.47125,26.96691845,5.857716667,26.97153204
9.53555,28.86410097,8.893016667,28.09373592,5.7762,26.48175728,5.480316667,26.97614563,5.86505,26.98075922
9.53555,28.86635534,8.910633333,28.09834951,5.7762,26.48862524,5.48965,26.98532039,5.8717,26.99454757
9.563016667,28.86179417,8.91705,28.10983107,5.793033333,26.50472039,5.48965,27.00372233,5.877666667,27.00372233
9.576683333,28.86410097,8.941266667,28.11900583,5.798183333,26.51850874,5.501133333,27.01751068,5.877666667,27.01294951
9.5908,28.86179417,8.95815,28.12823301,5.798183333,26.52773592,5.512833333,27.02904466,5.892983333,27.02673786
9.598583333,28.85948738,8.9643,28.13740777,5.80935,26.53460388,5.512833333,27.03821942,5.899283333,27.04052621
9.619016667,28.84800583,8.9867,28.14432816,5.820233333,26.54613786,5.5243,27.05662136,5.906866667,27.05431456
9.619733333,28.84569903,9.002783333,28.14894175,5.820233333,26.55069903,5.535333333,27.06123495,5.913783333,27.06810291
9.646666667,28.83416505,9.008633333,28.15350291,5.836783333,26.55531262,5.535333333,27.0750233,5.920016667,27.0773301
9.660516667,28.8226835,9.029333333,28.16503689,5.842066667,26.56910097,5.55275,27.08650485,5.9275,27.09111845
9.6612,28.81581553,9.045433333,28.16729126,5.842066667,26.58294175,5.55865,27.1002932,5.9344,27.1026
9.688066667,28.8180699,9.051283333,28.17421165,5.8532,26.59903689,5.55865,27.1049068,5.94065,27.11413398
9.701683333,28.81581553,9.072233333,28.17882524,5.863716667,26.60821165,5.570233333,27.12100194,5.948483333,27.12330874
9.714833333,28.8180699,9.088683333,28.1856932,5.863716667,26.6243068,5.581666667,27.13253592,5.955583333,27.13940388
9.72205,28.8203767,9.094666667,28.188,5.874516667,26.63348155,5.581666667,27.14171068,5.961933333,27.15088544
9.741016667,28.8203767,9.116616667,28.19261359,5.884833333,26.64732233,5.593616667,27.15088544,5.96985,27.16011262
9.741666667,28.81120194,9.134283333,28.19261359,5.884833333,26.64962913,5.60545,27.16011262,5.976933333,27.17159417
9.767133333,28.81120194,9.1407,28.19722718,5.901066667,26.66341748,5.60545,27.16698058,5.9836,27.18538252
9.78035,28.80889515,9.162833333,28.19948155,5.906466667,26.67489903,5.622216667,27.17620777,5.990966667,27.1992233
9.781,28.80428155,9.178916667,28.20178835,5.906466667,26.68868738,5.628616667,27.18999612,5.997966667,27.20609126
9.805566667,28.79966796,9.184766667,28.20870874,5.917466667,26.69560777,5.628616667,27.20378447,6.004583333,27.21987961
9.817883333,28.79966796,9.206266667,28.21332233,5.928066667,26.71170291,5.644416667,27.21987961,6.012166667,27.23366796
9.829733333,28.7904932,9.220966667,28.21332233,5.928066667,26.72318447,5.651466667,27.2244932,6.019516667,27.24289515
9.836233333,28.78131845,9.227266667,28.2178835,5.93915,26.73241165,5.658816667,27.23366796,6.026633333,27.2543767
9.8532,28.77439806,9.24905,28.22019029,5.949733333,26.73927961,5.665983333,27.24058835,6.034466667,27.26816505
9.853783333,28.77209126,9.264816667,28.22480388,5.959283333,26.75076117,5.6723,27.24520194,6.037816667,27.27739223
9.876266667,28.7652233,9.271566667,28.23397864,5.961183333,26.75998835,5.6723,27.2520699,6.0484,27.28656699
9.88775,28.75830291,9.292,28.24320583,5.9718,26.76916311,5.686733333,27.26591068,6.0484,27.29579417
9.888316667,28.75138252,9.306566667,28.24551262,5.98085,26.7760835,5.692683333,27.27508544,6.064216667,27.30496893
9.909483333,28.74451456,9.3128,28.25238058,5.982666667,26.78756505,5.692683333,27.28426019,6.0715,27.31419612
9.919966667,28.73298058,9.334066667,28.25699417,5.993683333,26.79679223,5.703166667,27.30035534,6.0715,27.33259806
9.929816667,28.72611262,9.34975,28.26160777,6.004133333,26.80827379,5.7136,27.30958252,6.087416667,27.34407961
9.935216667,28.71919223,9.356466667,28.26391456,6.006216667,26.82206214,5.7136,27.32106408,6.095283333,27.36017476
9.948416667,28.71001748,9.377166667,28.27078252,6.017483333,26.83128932,5.724233333,27.33259806,6.095283333,27.36934951
9.948866667,28.69853592,9.392533333,28.27539612,6.027083333,26.84046408,5.734683333,27.3486932,6.1079,27.3785767
9.966466667,28.69161553,9.399116667,28.2823165,6.029,26.85194563,5.734683333,27.35325437,6.119466667,27.38313786
9.97525,28.68244078,9.42045,28.28457087,6.039883333,26.86117282,5.7493,27.36704272,6.119466667,27.39236505
9.975683333,28.67552039,9.435383333,28.29379806,6.048783333,26.87034757,5.755783333,27.3762699,6.1308,27.4038466
9.99135,28.6662932,9.441783333,28.29841165,6.05055,26.88188155,5.755783333,27.39005825,6.14145,27.41307379
9.999383333,28.66403883,9.462033333,28.30527961,6.0612,26.8956699,5.768216667,27.39928544,6.14145,27.42916893
10.00708333,28.65250485,9.478266667,28.30758641,6.069833333,26.90253786,5.780633333,27.41076699,6.1523,27.43603689
10.01166667,28.6410233,9.485233333,28.3098932,6.071916667,26.90945825,5.780633333,27.41763495,6.163733333,27.44526408
10.02236667,28.62954175,9.506866667,28.3145068,6.082683333,26.91632621,5.792966667,27.42686214,6.163733333,27.44757087
10.02313333,28.62262136,9.522433333,28.31676117,6.091766667,26.92786019,5.805583333,27.4337301,6.1759,27.46135922
10.03626667,28.60652621,9.5291,28.32368155,6.094033333,26.93472816,5.805583333,27.43834369,6.1876,27.46597282
10.04278333,28.58812427,9.55165,28.32598835,6.104416667,26.94395534,5.8227,27.45213204,6.1876,27.47745437
10.04345,28.56972233,9.568333333,28.33060194,6.1126,26.95774369,5.829933333,27.46366602,6.199083333,27.48893592
10.05321667,28.54675922,9.575483333,28.33516311,6.114633333,26.96691845,5.829933333,27.47284078,6.210883333,27.50272427
10.05688333,28.52835728,9.598333333,28.34439029,6.125366667,26.98075922,5.84225,27.48206796,6.210883333,27.50503107
10.05981667,28.51456893,9.613266667,28.34439029,6.134416667,26.98993398,5.854316667,27.49354951,6.225483333,27.51425825
10.06153333,28.50764854,9.619666667,28.35125825,6.136666667,27.00372233,5.854316667,27.50272427,6.232716667,27.52343301
10.06428333,28.49847379,9.63995,28.35817864,6.147316667,27.00833592,5.86665,27.50733786,6.232716667,27.5303534
10.06448333,28.49386019,9.655766667,28.36509903,6.156383333,27.01981748,5.8789,27.51651262,6.2444,27.54183495
10.0663,28.48237864,9.66255,28.3673534,6.15865,27.02443107,5.8789,27.5280466,6.255883333,27.5533165
10.06693333,28.47084466,9.684733333,28.37196699,6.1699,27.03821942,5.896033333,27.54183495,6.255883333,27.56710485
10.0672,28.4639767,9.700383333,28.37658058,6.179566667,27.04283301,5.903233333,27.54875534,6.26845,27.57633204
10.06735,28.45936311,9.70785,28.38344854,6.181966667,27.05431456,5.903233333,27.56254369,6.280316667,27.58781359
10.06761667,28.45705631,9.729816667,28.38575534,6.193566667,27.05662136,5.91525,27.57171845,6.280316667,27.59473398
10.06763333,28.45244272,9.744066667,28.39267573,6.203116667,27.06810291,5.928066667,27.57863883,6.29625,27.60621553
10.06713333,28.45244272,9.751183333,28.39498252,6.2055,27.0773301,5.928066667,27.5855068,6.3044,27.61544272
10.06663333,28.45013592,9.772,28.39728932,6.21745,27.08881165,5.940266667,27.59473398,6.3044,27.62692427
10.06511667,28.44788155,9.78675,28.40185049,6.226516667,27.1002932,5.953783333,27.60160194,6.316366667,27.63609903
10.06415,28.44096117,9.794116667,28.39728932,6.228766667,27.11413398,5.953783333,27.61313592,6.328183333,27.64763301
10.06143333,28.43865437,9.815883333,28.39267573,6.24005,27.12100194,5.970333333,27.62692427,6.328183333,27.65911456
10.06123333,28.42947961,9.83035,28.39267573,6.249416667,27.12330874,5.978366667,27.63609903,6.340466667,27.66372816
10.0578,28.42486602,9.837583333,28.39728932,6.251766667,27.13709709,5.978366667,27.64532621,6.35305,27.67290291
10.0558,28.34669709,9.858633333,28.39959612,6.263433333,27.13940388,5.991583333,27.65219417,6.35305,27.6798233
,,9.873266667,28.40646408,6.272916667,27.15088544,6.004033333,27.65680777,6.364966667,27.68899806
,,9.880566667,28.41107767,6.275283333,27.16011262,6.004033333,27.66372816,6.3774,27.69822524
,,9.902466667,28.41569126,6.286233333,27.17159417,6.01705,27.67059612,6.3774,27.71432039
,,9.918616667,28.41794563,6.2957,27.17390097,6.028066667,27.6775165,6.390266667,27.72118835
,,9.926683333,28.41794563,6.298066667,27.18768932,6.028066667,27.68899806,6.402066667,27.7349767
,,9.950016667,28.41794563,6.309833333,27.19460971,6.0457,27.69361165,6.402066667,27.73959029
,,9.96575,28.42255922,6.319466667,27.1992233,6.053733333,27.69822524,6.414133333,27.74420388
,,9.973616667,28.42255922,6.321883333,27.21070485,6.053733333,27.70278641,6.426083333,27.75337864
,,9.995233333,28.41794563,6.333716667,27.21987961,6.066483333,27.71432039,6.426083333,27.76716699
,,10.00958333,28.41794563,6.34345,27.23141359,6.0786,27.72118835,6.4421,27.77639417
,,10.01675,28.41794563,6.3464,27.23828155,6.0786,27.73272233,6.450166667,27.78787573
,,10.03835,28.41569126,6.35835,27.2543767,6.09095,27.74189709,6.450166667,27.80627767
,,10.05286667,28.42255922,6.367866667,27.2543767,6.103133333,27.74420388,6.462133333,27.81089126
,,10.06011667,28.42947961,6.370766667,27.26591068,6.103133333,27.74881748,6.47455,27.82237282
,,10.08198333,28.42947961,6.3814,27.26591068,6.120233333,27.75107184,6.47455,27.8316
,,10.09933333,28.43404078,6.39105,27.27969903,6.1276,27.75799223,6.486516667,27.83846796
,,10.108,28.44326796,6.393983333,27.28426019,6.136433333,27.76029903,6.498283333,27.84308155
,,10.13573333,28.44326796,6.406816667,27.29579417,6.144516667,27.77178058,6.5062,27.85456311
,,10.15145,28.44557476,6.416233333,27.30496893,6.151916667,27.77408738,6.51055,27.8614835
,,10.1593,28.45013592,6.4191,27.31875728,6.160033333,27.78326214,6.521866667,27.87065825
,,10.18243333,28.45705631,6.432266667,27.31875728,6.167883333,27.79018252,6.522266667,27.8867534
,,10.19931667,28.45705631,6.443,27.32337087,6.175866667,27.79940971,6.534033333,27.89136699
,,10.20776667,28.45474951,6.446266667,27.33485243,6.183816667,27.80627767,6.545233333,27.90054175
,,10.22983333,28.45936311,6.459633333,27.34177282,6.191483333,27.82006602,6.545616667,27.90976893
,,10.2451,28.4616699,6.4696,27.3486932,6.19895,27.8292932,6.557566667,27.91663689
,,10.25351667,28.45705631,6.478116667,27.35556117,6.19895,27.83846796,6.568766667,27.92125049
,,10.27686667,28.4639767,6.48655,27.36934951,6.2108,27.84769515,6.56915,27.93503883
,,10.29338333,28.46853786,6.4949,27.37396311,6.222616667,27.8568699,6.58135,27.94426602
,,10.30246667,28.47084466,6.497816667,27.3808835,6.222616667,27.8614835,6.5931,27.94887961
,,10.32691667,28.47315146,6.509333333,27.38544466,6.235133333,27.86835146,6.5935,27.95805437
,,10.34453333,28.48007184,6.51825,27.39467184,6.24775,27.87527184,6.605066667,27.97184272
,,10.35425,28.47776505,6.520966667,27.39928544,6.24775,27.8844466,6.615933333,27.98332427
,,10.37946667,28.48237864,6.534116667,27.40846019,6.265133333,27.89367379,6.616316667,27.99024466
,,10.39636667,28.48237864,6.5436,27.41307379,6.273733333,27.90054175,6.6313,28.00633981
,,10.40565,28.48463301,6.546483333,27.42224854,6.273733333,27.91207573,6.638816667,28.01556699
,,10.42968333,28.48463301,6.558433333,27.4337301,6.28725,27.91894369,6.6392,28.02243495
,,10.44625,28.48463301,6.568716667,27.44295728,6.300533333,27.92586408,6.651066667,28.02704854
,,10.45536667,28.48693981,6.57185,27.44757087,6.300533333,27.93047767,6.662083333,28.0339165
,,10.4795,28.49386019,6.583383333,27.45905243,6.313883333,27.93965243,6.662466667,28.0385301
,,10.49638333,28.49847379,6.594433333,27.46822718,6.32685,27.94657282,6.674133333,28.04775728
,,10.50568333,28.50072816,6.5978,27.47053398,6.32685,27.95574757,6.685216667,28.05231845
,,10.52951667,28.51226214,6.612733333,27.47745437,6.343883333,27.96497476,6.69345,28.06154563
,,10.5466,28.5168233,6.623866667,27.48662913,6.352033333,27.97414951,6.698,28.06841359
,,10.55601667,28.51456893,6.627733333,27.49124272,6.352033333,27.98563107,6.708666667,28.07302718
,,10.58013333,28.5191301,6.641516667,27.50041748,6.364283333,27.99255146,6.716333333,28.07994757
,,10.5976,28.52374369,6.65195,27.50964466,6.376366667,27.99947184,6.720566667,28.08912233
,,10.60723333,28.51226214,6.661383333,27.51881942,6.376366667,28.00403301,6.732666667,28.09373592
,,10.6319,28.50995534,6.6708,27.52573981,6.388533333,28.01326019,6.733083333,28.10752427
,,10.64901667,28.50764854,6.680666667,27.53491456,6.4001,28.01782136,6.7498,28.11669903
,,10.65843333,28.50303495,6.684616667,27.53491456,6.4001,28.02474175,6.7581,28.12361942
,,10.68301667,28.50303495,6.698716667,27.54644854,6.4163,28.03166214,6.7662,28.1328466
,,10.6997,28.50764854,6.70895,27.54875534,6.424383333,28.04083689,6.770633333,28.14202136
,,10.70885,28.50995534,6.712666667,27.56023689,6.424383333,28.04545049,6.781866667,28.15119612
,,10.7319,28.5168233,6.724133333,27.56485049,6.437333333,28.05231845,6.7898,28.15350291
,,10.74815,28.5191301,6.73385,27.57863883,6.450216667,28.06154563,6.794566667,28.1604233
,,10.7571,28.52143689,6.7374,27.58094563,6.450216667,28.07072039,6.805716667,28.16729126
,,10.78073333,28.52374369,6.750216667,27.59012039,6.46385,28.07764078,6.806516667,28.17421165
,,10.798,28.52143689,6.7612,27.59242718,6.476833333,28.08225437,6.8187,28.17651845
,,10.80753333,28.5168233,6.7652,27.59704078,6.476833333,28.08681553,6.829933333,28.1856932
,,10.83226667,28.51226214,6.777416667,27.60390874,6.493216667,28.08912233,6.830733333,28.1903068
,,10.84996667,28.50764854,6.786466667,27.61082913,6.5016,28.09373592,6.84635,28.19948155
,,10.86731667,28.51226214,6.795366667,27.62000388,6.502016667,28.09604272,6.854266667,28.20870874
,,10.88403333,28.50764854,6.804633333,27.62692427,6.515183333,28.10983107,6.855066667,28.21101553
,,10.90003333,28.50995534,6.813366667,27.64071262,6.5274,28.11213786,6.867183333,28.22480388
,,10.90958333,28.51226214,6.81685,27.64071262,6.527816667,28.11900583,6.87815,28.23397864
,,10.93248333,28.51226214,6.829066667,27.64988738,6.5407,28.13053981,6.87895,28.23859223
,,10.94911667,28.50303495,6.838183333,27.65219417,6.5526,28.13740777,6.8908,28.24551262
,,10.95911667,28.50764854,6.8415,27.66142136,6.553016667,28.13740777,6.902,28.26160777
,,10.9833,28.50995534,6.853716667,27.65911456,6.569133333,28.14663495,6.91,28.26622136
,,11.00053333,28.51226214,6.862983333,27.67059612,6.576816667,28.15119612,6.914816667,28.27539612
,,11.01761667,28.51456893,6.86635,27.67520971,6.5772,28.15119612,6.92565,28.28457087
,,11.03445,28.5191301,6.878466667,27.68438447,6.591133333,28.1604233,6.926416667,28.29149126
,,11.05286667,28.52374369,6.887633333,27.68669126,6.605916667,28.16503689,6.938516667,28.29841165
,,11.06401667,28.52143689,6.890966667,27.69822524,6.606433333,28.17421165,6.949283333,28.30527961
,,11.0878,28.52143689,6.902683333,27.7050932,6.619016667,28.18113204,6.95005,28.3122
,,11.1043,28.52143689,6.911383333,27.71201359,6.630033333,28.188,6.961516667,28.31676117
,,11.11416667,28.5191301,6.91455,27.71662718,6.630416667,28.188,6.972633333,28.32368155
,,11.13626667,28.51456893,6.927333333,27.72580194,6.646383333,28.19492039,6.973433333,28.32598835
,,11.15235,28.51226214,6.935833333,27.7349767,6.65435,28.19722718,6.986366667,28.33516311
,,11.16201667,28.51456893,6.9393,27.7372835,6.65475,28.19492039,6.998966667,28.3397767
,,11.18403333,28.5191301,6.951783333,27.74881748,6.66995,28.19492039,7.007933333,28.34900388
,,11.2,28.52143689,6.959983333,27.75568544,6.684183333,28.19722718,7.013316667,28.35817864
,,11.20958333,28.52605049,6.9635,27.76029903,6.684666667,28.19948155,7.025683333,28.36509903
,,11.2329,28.52835728,6.97465,27.75799223,6.697083333,28.19948155,7.026566667,28.36966019
,,11.23456667,28.53066408,6.984416667,27.76716699,6.70795,28.20870874,7.0394,28.37658058
,,11.26731667,28.53522524,6.9886,27.76947379,6.708333333,28.21562913,7.050283333,28.38575534
,,11.28306667,28.53753204,7.000616667,27.77408738,6.7238,28.22249709,7.051066667,28.38806214
,,11.28418333,28.54214563,7.008983333,27.78326214,6.73255,28.22941748,7.066666667,28.39267573
,,11.31525,28.55362718,7.016966667,27.78787573,6.732983333,28.23628544,7.074633333,28.39959612
,,11.33626667,28.55593398,7.024933333,27.79940971,6.746416667,28.24089903,7.075833333,28.40877087
,,11.33776667,28.54906602,7.03205,27.79940971,6.758583333,28.24551262,7.0915,28.41107767
,,11.35903333,28.55824078,7.03525,27.80858447,6.759,28.25007379,7.0998,28.41794563
,,11.37808333,28.56516117,7.046983333,27.81089126,6.774166667,28.25238058,7.10105,28.42717282
,,11.37945,28.56285437,7.0556,27.82237282,6.7831,28.25699417,7.1141,28.43404078
,,11.39936667,28.56516117,7.0593,27.82237282,6.79175,28.25238058,7.12515,28.43404078
,,11.42021667,28.57433592,7.0705,27.83385437,6.799966667,28.25468738,7.133233333,28.43404078
,,11.42253333,28.57202913,7.079066667,27.83846796,6.807533333,28.25930097,7.138483333,28.43865437
,,11.44726667,28.56741553,7.082733333,27.85000194,6.808283333,28.26160777,7.149616667,28.44326796
,,11.46753333,28.56972233,7.095133333,27.8591767,6.822783333,28.26160777,7.158,28.44788155
,,11.46978333,28.57433592,7.103966667,27.86379029,6.833933333,28.27078252,7.163466667,28.45474951
,,11.49091667,28.57433592,7.10775,27.87296505,6.834733333,28.27770291,7.174533333,28.46853786
,,11.51141667,28.58125631,7.1192,27.87527184,6.84665,28.28000971,7.175766667,28.47315146
,,11.51368333,28.58812427,7.128616667,27.88219223,6.8576,28.2823165,7.1922,28.48007184
,,11.5359,28.59273786,7.13265,27.88219223,6.858383333,28.28457087,7.201333333,28.48007184
,,11.5562,28.59504466,7.145266667,27.89136699,6.877116667,28.29149126,7.210533333,28.48693981
,,11.55846667,28.59960583,7.15395,27.89136699,6.886766667,28.29149126,7.216533333,28.48693981
,,11.58083333,28.60191262,7.157666667,27.90054175,6.887733333,28.29379806,7.22845,28.49386019
,,11.60166667,28.60421942,7.168366667,27.90284854,6.901666667,28.30066602,7.229783333,28.49847379
,,11.60398333,28.60883301,7.1768,27.90976893,6.91485,28.3098932,7.2437,28.50303495
,,11.62733333,28.60652621,7.1804,27.91438252,6.915783333,28.3098932,7.255416667,28.50534175
,,11.64881667,28.60652621,7.191316667,27.91438252,6.927566667,28.3122,7.256716667,28.51226214
