strain 1,stress 1,strain 2,stress 2,strain 3,stress 3,strain 4,stress 4,strain 5,stress 5
2.801416667,18.81501553,2.624183333,16.31077864,2.007366667,14.99773981,1.804616667,14.97241748,2.010033333,15.03454369
2.816,18.86099417,2.636216667,16.34296893,2.017583333,15.03223689,1.804966667,15.00460777,2.019433333,15.06904078
2.81825,18.90466602,2.64495,16.37977282,2.0249,15.0575068,1.815633333,15.03223689,2.026316667,15.10579223
2.836116667,18.95295146,2.653666667,16.42113786,2.027566667,15.09200388,1.824816667,15.06904078,2.03045,15.13572816
2.8507,18.99436893,2.6623,16.45794175,2.03665,15.11732621,1.825133333,15.09431068,2.04045,15.16330485
2.862666667,19.03578641,2.673766667,16.49935922,2.043583333,15.14720971,1.833616667,15.12880777,2.04765,15.19549515
2.871816667,19.07945825,2.68085,16.53841748,2.0461,15.1794,1.8414,15.16099806,2.051966667,15.23229903
2.886233333,19.11626214,2.6971,16.58214175,2.055716667,15.2092835,1.841683333,15.19318835,2.06165,15.25756893
2.889116667,19.15762718,2.709,16.61433204,2.062783333,15.24147379,1.85225,15.22076505,2.068816667,15.29206602
2.905966667,19.19673786,2.71615,16.65113592,2.0658,15.27135728,1.857683333,15.25300777,2.073133333,15.32194951
2.9201,19.24040971,2.733933333,16.68563301,2.076533333,15.3036,1.85795,15.28289126,2.08345,15.3587534
2.922916667,19.2749068,2.746266667,16.72238447,2.08425,15.3311767,1.866666667,15.31046796,2.090716667,15.38407573
2.94015,19.31863107,2.75365,16.75688155,2.08755,15.36106019,1.87595,15.34727184,2.095066667,15.42313398
2.953783333,19.35768932,2.76785,16.79368544,2.097566667,15.39555728,1.876266667,15.37946214,2.104866667,15.4530699
2.964783333,19.40366796,2.777416667,16.82818252,2.1046,15.42082718,1.886633333,15.41165243,2.111833333,15.48526019
2.973066667,19.44277864,2.786866667,16.86498641,2.107616667,15.45076311,1.896183333,15.44384272,2.116016667,15.51283689
2.986333333,19.48419612,2.796183333,16.90179029,2.11815,15.4806466,1.8965,15.4806466,2.1261,15.54272039
2.989,19.52325437,2.805333333,16.93628738,2.126483333,15.51283689,1.909916667,15.5105301,2.132883333,15.57491068
3.005616667,19.56236505,2.8108,16.96847767,2.130066667,15.53585243,1.9166,15.54502718,2.137283333,15.60710097
3.019333333,19.59686214,2.823483333,17.00984272,2.140616667,15.57260388,1.91695,15.57034951,2.146133333,15.63929126
3.030566667,19.63822718,2.835533333,17.04433981,2.147966667,15.60253981,1.925916667,15.60253981,2.152883333,15.67148155
3.03905,19.67964466,2.84525,17.07883689,2.151116667,15.6324233,1.933566667,15.6301165,2.1573,15.70597864
3.053233333,19.71875534,2.850966667,17.11564078,2.1625,15.66692039,1.933833333,15.66461359,2.166433333,15.72899417
3.056066667,19.75781359,2.851816667,17.15244466,2.170183333,15.69911068,1.942516667,15.69219029,2.173133333,15.75887767
3.073683333,19.80379223,2.865633333,17.18463495,2.173483333,15.72899417,1.952116667,15.72668738,2.1775,15.79106796
3.087483333,19.83828932,2.8779,17.22138641,2.185366667,15.75887767,1.952783333,15.75887767,2.186583333,15.82095146
3.0988,19.8774,2.887316667,17.2558835,2.1924,15.78876117,1.963316667,15.79106796,2.187583333,15.84627379
3.107366667,19.91881748,2.896783333,17.29038058,2.199216667,15.81639029,1.972233333,15.82095146,2.197516667,15.88307767
3.121316667,19.95556893,2.90625,17.33179806,2.2059,15.84396699,1.972866667,15.85088738,2.206533333,15.91065437
3.124116667,19.99237282,2.9161,17.37085631,2.21305,15.87154369,1.982616667,15.88538447,2.20755,15.9359767
3.141266667,20.0291767,2.922533333,17.40079223,2.216266667,15.90147961,1.9924,15.91296117,2.21845,15.96816699
3.155383333,20.06367379,2.935566667,17.43985049,2.226933333,15.92905631,1.9931,15.94515146,2.227866667,15.99805049
3.166816667,20.10047767,2.945683333,17.47665437,2.233983333,15.95893981,2.003633333,15.97272816,2.228916667,16.03254757
3.175416667,20.14184272,2.955883333,17.51345825,2.237016667,15.98656893,2.01335,16.00491845,2.2392,16.06473786
3.189233333,20.17633981,2.966083333,17.54103495,2.247766667,16.01875922,2.01405,16.03254757,2.248266667,16.09923495
3.192,20.21545049,2.976333333,17.58245243,2.2554,16.04633592,2.026716667,16.06473786,2.249283333,16.12450485
3.2089,20.25681553,2.983,17.61694951,2.258683333,16.07852621,2.032616667,16.09231456,2.2599,16.16130874
3.222516667,20.29823301,2.998033333,17.6514466,2.269083333,16.10610291,2.0332,16.11994369,2.26905,16.18201748
3.22525,20.3281165,3.009216667,17.68363689,2.276683333,16.1406,2.041833333,16.15213398,2.270066667,16.21420777
3.241633333,20.36492039,3.02025,17.72269515,2.279933333,16.16822913,2.0509,16.17971068,2.279716667,16.24178447
3.2552,20.41089903,3.030983333,17.75263107,2.29085,16.19811262,2.05155,16.21190097,2.288483333,16.27397476
3.267066667,20.44539612,3.041616667,17.78707573,2.297816667,16.23260971,2.062066667,16.24639806,2.289466667,16.30385825
3.27675,20.47527961,3.0485,17.81931845,2.301133333,16.2648,2.071866667,16.27858835,2.299733333,16.33835534
3.29025,20.51895146,3.062966667,17.84920194,2.3109,16.2923767,2.072566667,16.30847184,2.308566667,16.37054563
3.293616667,20.55575534,3.073866667,17.88369903,2.318266667,16.32000583,2.085833333,16.34527573,2.309533333,16.40048155
3.311366667,20.58338447,3.084966667,17.92045049,2.32195,16.35445049,2.09255,16.37515922,2.32005,16.43497864
3.325283333,20.62244272,3.0963,17.95494757,2.3327,16.37746602,2.093216667,16.40048155,2.329283333,16.46255534
3.328766667,20.66616699,3.107633333,17.98713786,2.34015,16.40504272,2.103166667,16.43267184,2.3303,16.49243883
3.346983333,20.70522524,3.115,18.02163495,2.343883333,16.43267184,2.112766667,16.46024854,2.340166667,16.51545437
3.360133333,20.73972233,3.128616667,18.05613204,2.354933333,16.46255534,2.11345,16.48782524,2.349233333,16.55225825
3.371433333,20.77652621,3.138883333,18.09062913,2.361866667,16.48557087,2.12145,16.51776117,2.350233333,16.57291456
3.380583333,20.81563689,3.1495,18.12051262,2.365333333,16.51545437,2.130566667,16.54995146,2.360716667,16.60285049
3.39375,20.84782718,3.160733333,18.1619301,2.37625,16.54072427,2.131216667,16.57752816,2.369566667,16.62812039
3.39705,20.87771068,3.162416667,18.19642718,2.383583333,16.57291456,2.144733333,16.60741165,2.370883333,16.66031068
3.413666667,20.91907573,3.179,18.22400388,2.387233333,16.60054369,2.151516667,16.63729515,2.3809,16.68563301
3.4268,20.95587961,3.19315,18.25850097,2.398283333,16.63042718,2.152183333,16.66953786,2.38985,16.72238447
3.430083333,20.9903767,3.207066667,18.29069126,2.405966667,16.66492427,2.162916667,16.69711456,2.391216667,16.75232039
3.447483333,21.02487379,3.216516667,18.31832039,2.4098,16.69250097,2.172433333,16.72930485,2.401733333,16.78681748
3.460466667,21.06629126,3.226416667,18.35281748,2.420783333,16.72469126,2.173116667,16.75918835,2.410633333,16.81439417
3.471733333,21.09848155,3.235783333,18.39187573,2.42775,16.75001359,2.182783333,16.78907184,2.412,16.84427767
3.480883333,21.13753981,3.242683333,18.41945243,2.43125,16.78220388,2.192216667,16.81439417,2.422133333,16.87416117
3.494116667,21.1697301,3.2567,18.45625631,2.44165,16.80291262,2.193266667,16.84658447,2.430616667,16.90179029
3.497433333,21.20884078,3.25885,18.4884466,2.448933333,16.83510291,2.206416667,16.87416117,2.431916667,16.93398058
3.513966667,21.23872427,3.28,18.52063689,2.452583333,16.85806602,2.213283333,16.8994835,2.441716667,16.96386408
3.52765,21.27322136,3.288733333,18.55513398,2.46335,16.89256311,2.2143,16.92706019,2.450483333,16.99144078
3.531083333,21.30310485,3.290066667,18.58732427,2.470616667,16.91557864,2.223816667,16.95694369,2.451833333,17.01676311
3.5482,21.34452233,3.311433333,18.61951456,2.47425,16.94776893,2.231116667,16.98457282,2.46255,17.0489534
3.561316667,21.37209903,3.324633333,18.65401165,2.4848,16.97303883,2.231916667,17.01445631,2.471633333,17.0742233
3.57245,21.40890291,3.3341,18.68620194,2.49205,17.00297476,2.242183333,17.0489534,2.473033333,17.1041068
3.581433333,21.4457068,3.348466667,18.71383107,2.495683333,17.03055146,2.2506,17.07883689,2.483416667,17.12942913
3.594916667,21.47789709,3.358916667,18.74832816,2.5059,17.05812816,2.25155,17.10872039,2.492233333,17.15931262
3.598283333,21.51008738,3.366116667,18.78513204,2.513083333,17.08114369,2.2607,17.13860388,2.493583333,17.18463495
3.6156,21.54689126,3.38025,18.81732233,2.516683333,17.11102718,2.269783333,17.16623301,2.504266667,17.21221165
3.628333333,21.57908155,3.382416667,18.84951262,2.52725,17.13634951,2.270783333,17.1961165,2.51355,17.24209515
3.63205,21.61588544,3.398066667,18.88170291,2.5342,17.16392621,2.28095,17.2236932,2.514983333,17.27197864
3.648516667,21.65494369,3.411066667,18.9162,2.537666667,17.19380971,2.289666667,17.2558835,2.52545,17.29960777
3.6604,21.68487961,3.423116667,18.9437767,2.548116667,17.22138641,2.290633333,17.28351262,2.534583333,17.32949126
3.664,21.72163107,3.4319,18.9713534,2.554666667,17.24901553,2.300566667,17.31108932,2.536,17.3525068
3.680966667,21.75156699,3.4319,19.00585049,2.558266667,17.27197864,2.30925,17.33866602,2.54645,17.3777767
3.693633333,21.78831845,3.445516667,19.03804078,2.568616667,17.29960777,2.310216667,17.36860194,2.555283333,17.4053534
3.7049,21.82050874,3.459216667,19.0656699,2.5749,17.32487767,2.322683333,17.39387184,2.55665,17.43528932
3.716266667,21.85044466,3.470883333,19.0932466,2.578333333,17.3525068,2.32925,17.42375534,2.566383333,17.46517282
3.727366667,21.88032816,3.47975,19.12774369,2.588183333,17.3800835,2.330233333,17.45363883,2.574916667,17.4996699
3.73125,21.91938641,3.47975,19.15301359,2.588533333,17.41227379,2.340566667,17.48126796,2.576233333,17.5272466
3.747766667,21.94470874,3.5033,19.18751068,2.601566667,17.43754369,2.349983333,17.50653786,2.5866,17.5571301
3.76025,21.97689903,3.510983333,19.22431456,2.607983333,17.46517282,2.351033333,17.53416699,2.595316667,17.58475922
3.76405,22.01370291,3.510983333,19.25650485,2.6083,17.49505631,2.360716667,17.56174369,2.596666667,17.61002913
3.780683333,22.0482,3.53715,19.29100194,2.620933333,17.51807184,2.368983333,17.58701359,2.606816667,17.63760583
3.793366667,22.08039029,3.54505,19.32319223,2.62705,17.54334175,2.3699,17.61694951,2.615583333,17.66523495
3.797233333,22.11488738,3.562016667,19.35307573,2.633683333,17.57091845,2.380516667,17.64683301,2.617333333,17.69281165
3.81405,22.14477087,3.564633333,19.37839806,2.63735,17.59624078,2.386166667,17.67210291,2.628183333,17.72269515
3.8265,22.17696117,3.583383333,19.41058835,2.647016667,17.62381748,2.387016667,17.69973204,2.6371,17.74801748
3.8303,22.20915146,3.583383333,19.43816505,2.64735,17.65600777,2.395916667,17.73192233,2.638883333,17.77790097
3.847483333,22.23903495,3.60995,19.47035534,2.656716667,17.68363689,2.403716667,17.75719223,2.649516667,17.81239806
3.858816667,22.27353204,3.61825,19.50029126,2.666033333,17.7066,2.404866667,17.78482136,2.658266667,17.83997476
3.862266667,22.30802913,3.61825,19.53478835,2.66635,17.73422913,2.41435,17.81701165,2.660016667,17.86529709
3.879066667,22.33791262,3.64185,19.56467184,2.6765,17.75719223,2.422516667,17.84228155,2.670966667,17.89056699
3.890316667,22.37010291,3.649466667,19.59224854,2.6862,17.78482136,2.423766667,17.86985825,2.680016667,17.91819612
3.89375,22.40003883,3.649466667,19.62213204,2.692783333,17.81009126,2.435333333,17.89748738,2.681833333,17.93885243
3.9102,22.43453592,3.673966667,19.64976117,2.696416667,17.84228155,2.441733333,17.92737087,2.692216667,17.97104272
3.92255,22.46211262,3.682,19.68195146,2.705933333,17.87216505,2.443016667,17.9526932,2.7007,17.99636505
3.9263,22.5012233,3.697166667,19.71414175,2.70625,17.90210097,2.45205,17.9848835,2.7024,18.03086214
3.9427,22.5288,3.7085,19.7532,2.716883333,17.92275728,2.459066667,18.01246019,2.712833333,18.05613204
3.955183333,22.56560388,3.7168,19.78082913,2.726183333,17.95725437,2.46015,18.04234369,2.721216667,18.08606796
3.958966667,22.59087379,3.7168,19.81532621,2.7265,17.97796311,2.469683333,18.06766602,2.7229,18.10903107
3.975733333,22.62537087,3.7414,19.84290291,2.73675,18.00553981,2.477283333,18.09293592,2.733383333,18.13891456
3.988316667,22.65294757,3.75,19.8750932,2.746333333,18.03316893,2.47845,18.11825825,2.74165,18.16654369
3.992166667,22.68744466,3.75,19.89810874,2.753,18.06074563,2.489766667,18.14352816,2.743316667,18.19412039
4.009083333,22.72194175,3.772583333,19.93029903,2.756666667,18.07914757,2.495883333,18.16654369,2.753716667,18.22400388
4.020733333,22.75182524,3.779866667,19.95556893,2.766616667,18.10672427,2.4971,18.19873398,2.76295,18.24932621
4.024966667,22.78406796,3.791916667,19.98550485,2.76695,18.1320466,2.5064,18.22631068,2.764783333,18.27920971
4.041516667,22.81395146,3.8018,20.01538835,2.7775,18.15500971,2.514283333,18.25388738,2.775983333,18.30222524
4.052883333,22.84614175,3.809283333,20.04527184,2.7867,18.18033204,2.5155,18.2838233,2.784866667,18.32518835
4.057016667,22.87141165,3.809283333,20.07976893,2.78735,18.20560194,2.52525,18.3137068,2.78665,18.35051068
4.07315,22.90360194,3.832466667,20.11195922,2.800916667,18.23779223,2.5338,18.3389767,2.797333333,18.38039417
4.085016667,22.93579223,3.84035,20.13953592,2.8079,18.26080777,2.535116667,18.36660583,2.80645,18.40335728
4.08935,22.96572816,3.84035,20.16485825,2.814683333,18.2861301,2.546716667,18.39648932,2.808266667,18.4356
4.106316667,22.99330485,3.866583333,20.19704854,2.82135,18.3137068,2.552833333,18.41945243,2.819433333,18.46779029
4.1182,23.02780194,3.8754,20.22693204,2.8279,18.3412835,2.554066667,18.44477476,2.828366667,18.49767379
4.122516667,23.05307184,3.8754,20.25450874,2.83485,18.36660583,2.563383333,18.47004466,2.83015,18.52755728
4.139483333,23.08300777,3.901266667,20.28213786,2.839033333,18.39187573,2.571166667,18.49998058,2.841333333,18.55282718
4.151616667,23.11289126,3.9096,20.31432816,2.848066667,18.42175922,2.572366667,18.52063689,2.85025,18.57814951
4.156033333,23.14508155,3.9096,20.34190485,2.848716667,18.44708155,2.582066667,18.55057282,2.852383333,18.60341942
4.173866667,23.17035146,3.933183333,20.36722718,2.860766667,18.47235146,2.590266667,18.57584272,2.863016667,18.62412816
4.186166667,23.20254175,3.940466667,20.39480388,2.867133333,18.49536699,2.591533333,18.60572621,2.87155,18.64714369
4.190633333,23.23247767,3.940466667,20.42699417,2.873933333,18.52525049,2.60235,18.63104854,2.8737,18.67472039
4.207066667,23.26697476,3.964416667,20.45000971,2.87805,18.54826602,2.608183333,18.66093204,2.884933333,18.69542913
4.207066667,23.28993786,3.972416667,20.4822,2.887333333,18.57584272,2.60935,18.68620194,2.89355,18.72300583
4.229516667,23.32443495,3.972416667,20.51439029,2.888,18.60803301,2.6182,18.71613786,2.895716667,18.75063495
4.241583333,23.35201165,3.99515,20.54427379,2.898266667,18.63104854,2.625016667,18.74140777,2.906633333,18.78051845
4.245966667,23.38194757,4.0035,20.57415728,2.90735,18.65175728,2.626383333,18.7667301,2.915716667,18.81270874
4.2626,23.40491068,4.0035,20.60865437,2.908,18.67472039,2.6353,18.7943068,2.918,18.84028544
4.274366667,23.43710097,4.027833333,20.6316699,2.917683333,18.70234951,2.6436,18.8218835,2.92875,18.86560777
4.285416667,23.46703689,4.036916667,20.6592466,2.927116667,18.72069903,2.64525,18.85181942,2.937216667,18.89087767
4.295583333,23.49922718,4.036916667,20.6868233,2.934083333,18.74832816,2.65715,18.87247573,2.939333333,18.9162
4.308,23.52680388,4.063116667,20.71445243,2.938266667,18.77590485,2.663916667,18.90010485,2.95015,18.93685631
4.312516667,23.56360777,4.07275,20.74433592,2.947766667,18.80578835,2.665616667,18.92537476,2.958833333,18.96679223
4.329866667,23.59349126,4.07275,20.77421942,2.94845,18.82649709,2.676166667,18.94839029,2.961016667,18.99206214
4.341916667,23.62106796,4.0959,20.79723495,2.959016667,18.85181942,2.68455,18.9713534,2.972166667,19.01963883
4.3463,23.64869709,4.104566667,20.82942524,2.96815,18.87247573,2.686216667,18.99898252,2.98095,19.04265437
4.36345,23.67627379,4.104566667,20.85700194,2.9688,18.89549126,2.696466667,19.02194563,2.98315,19.0679767
4.3757,23.70154369,4.1293,20.88232427,2.978983333,18.90927961,2.704833333,19.04957476,2.9941,19.0955534
4.386716667,23.73147961,4.137966667,20.90990097,2.9881,18.93460194,2.7065,19.07715146,3.00285,19.1208233
4.397133333,23.75674951,4.137966667,20.94439806,2.995133333,18.95987184,2.71705,19.09786019,3.005033333,19.14845243
4.40855,23.78893981,4.159783333,20.96741359,2.9994,18.98288738,2.725533333,19.12543689,3.01595,19.17372233
4.41345,23.8188233,4.16795,20.99960388,3.008833333,19.00354369,2.727216667,19.15301359,3.024783333,19.20135146
4.430416667,23.83953204,4.16795,21.02718058,3.009516667,19.03117282,2.73695,19.17833592,3.027,19.22200777
4.441583333,23.87172233,4.193466667,21.05475728,3.0197,19.04726796,2.745016667,19.20591262,3.03775,19.24963689
4.446366667,23.89473786,4.203183333,21.08007961,3.0287,19.06105631,2.746633333,19.23123495,3.045716667,19.27952039
4.4629,23.92231456,4.203183333,21.1122699,3.0297,19.08407184,2.75665,19.25419806,3.047716667,19.30709709
4.478383333,23.94763689,4.226666667,21.13753981,3.040016667,19.10472816,2.7652,19.27952039,3.05735,19.33011262
4.488966667,23.98213398,4.2354,21.1697301,3.047616667,19.12774369,2.7669,19.30479029,3.0648,19.35999612
4.495766667,24.00509709,4.2354,21.19735922,3.053983333,19.15301359,2.777,19.33241942,3.066666667,19.37839806
4.50735,24.03272621,4.260983333,21.22262913,3.058183333,19.17372233,2.785266667,19.36230291,3.076583333,19.3991068
4.512316667,24.06030291,4.2699,21.25025825,3.066666667,19.18981748,2.786916667,19.39218641,3.084366667,19.4220699
4.527866667,24.08787961,4.2699,21.27783495,3.0676,19.20821942,2.796483333,19.41976311,3.0863,19.45200583
4.538316667,24.11320194,4.29305,21.30541165,3.079933333,19.22200777,2.804316667,19.44047184,3.096233333,19.47266214
4.5428,24.14539223,4.301483333,21.33073398,3.0862,19.24040971,2.805883333,19.46348738,3.104016667,19.50254563
4.559616667,24.17296893,4.301483333,21.36292427,3.087133333,19.26111845,2.815316667,19.48645049,3.106383333,19.52556117
4.57485,24.20059806,4.324866667,21.38588738,3.097216667,19.28413398,2.82305,19.51177282,3.116633333,19.55544466
4.585333333,24.22817476,4.333466667,21.41120971,3.10545,19.30479029,2.824583333,19.53248155,3.124166667,19.58076699
4.592166667,24.25805825,4.333466667,21.43647961,3.11125,19.32780583,2.834,19.56236505,3.12645,19.60834369
4.603483333,24.28107379,4.353366667,21.46410874,3.114983333,19.34851456,2.84155,19.58763495,3.136983333,19.63366602
4.608333333,24.31095728,4.361083333,21.48937864,3.123283333,19.37147767,2.843366667,19.61526408,3.144816667,19.65893592
4.6261,24.33166602,4.361083333,21.51926214,3.124216667,19.3944932,2.85385,19.64053398,3.147216667,19.68195146
4.637016667,24.35462913,4.381516667,21.54458447,3.134033333,19.41750874,2.861683333,19.66585631,3.157016667,19.7003534
4.6417,24.37995146,4.389433333,21.57216117,3.14245,19.43816505,2.86365,19.69343301,3.164433333,19.7256233
4.658583333,24.40983495,4.389433333,21.60209709,3.143383333,19.46118058,2.873183333,19.72100971,3.1667,19.75094563
4.658583333,24.43510485,4.412483333,21.62967379,3.1528,19.48875728,2.880783333,19.75094563,3.176733333,19.77852233
4.68595,24.46504078,4.4216,21.65955728,3.160966667,19.50946602,2.882683333,19.76929515,3.184133333,19.80379223
4.693133333,24.49492427,4.4216,21.68713398,3.161883333,19.53248155,2.892066667,19.79692427,3.186383333,19.83372816
4.7047,24.52019417,4.4455,21.71245631,3.1712,19.55775146,2.899483333,19.81988738,3.195666667,19.85669126
4.70965,24.5455165,4.45515,21.74233981,3.179116667,19.58076699,2.901333333,19.84520971,3.20295,19.88201359
4.72765,24.57078641,4.45515,21.76535534,3.179983333,19.60147573,2.911066667,19.86591845,3.205183333,19.9049767
4.738616667,24.6006699,4.479533333,21.79062524,3.189533333,19.62443883,2.918633333,19.89349515,3.214783333,19.92799223
4.743316667,24.62599223,4.48885,21.82281553,3.197683333,19.64976117,2.920516667,19.91420388,3.2224,19.95326214
4.759816667,24.64670097,4.48885,21.84813786,3.1986,19.67272427,2.930316667,19.93716699,3.224716667,19.98089126
4.759816667,24.67197087,4.511533333,21.87340777,3.208166667,19.69573981,2.937816667,19.95787573,3.235283333,20.00616117
4.785516667,24.6996,4.520116667,21.90103689,3.21595,19.71875534,2.9397,19.98319806,3.24325,20.03379029
4.793083333,24.72256311,4.520116667,21.9263068,3.216816667,19.74633204,2.949466667,20.01308155,3.245666667,20.06136699
4.80425,24.7524466,4.542016667,21.94932233,3.2264,19.76473398,2.957366667,20.03835146,3.256166667,20.07976893
4.809833333,24.78007573,4.5505,21.97459223,3.234516667,19.79000388,2.95935,20.06598058,3.264083333,20.10503883
4.831783333,24.80078447,4.5505,22.00216893,3.235716667,19.81301942,2.9694,20.08894369,3.2665,20.12344078
4.839066667,24.82836117,4.5735,22.02749126,3.245183333,19.83598252,2.97705,20.11195922,3.2767,20.14414951
4.8427,24.85363107,4.5823,22.0482,3.252983333,19.85669126,2.978966667,20.13036117,3.284083333,20.16485825
4.864383333,24.8766466,4.5823,22.08039029,3.2542,19.88432039,2.98925,20.16024466,3.286333333,20.19935534
4.864383333,24.9042233,4.606133333,22.10566019,3.263483333,19.9072835,2.997416667,20.18326019,3.296366667,20.22462524
4.8806,24.93185243,4.615566667,22.13098252,3.271466667,19.93260583,2.99945,20.21083689,3.303933333,20.24994757
4.8806,24.95250874,4.615566667,22.15625243,3.2727,19.95787573,3.009666667,20.2361068,3.306233333,20.27291068
4.902433333,24.98013786,4.63785,22.19074951,3.282616667,19.97858447,3.017883333,20.26604272,3.316966667,20.30279417
4.91845,25.00310097,4.645983333,22.20915146,3.29105,20.0016,3.019933333,20.28669903,3.325016667,20.32119612
4.91845,25.0284233,4.645983333,22.23672816,3.29235,20.02456311,3.029766667,20.30740777,3.327816667,20.34190485
4.934333333,25.05138641,4.6694,22.26435728,3.3027,20.04757864,3.037683333,20.3327301,3.338233333,20.37178835
4.934333333,25.07901553,4.678416667,22.29193398,3.311066667,20.06828738,3.039666667,20.3556932,3.345666667,20.39711068
4.955166667,25.10428544,4.678416667,22.31494951,3.31235,20.09817087,3.050166667,20.37870874,3.348383333,20.41781942
4.970866667,25.13416893,4.702816667,22.34021942,3.322366667,20.12344078,3.0579,20.39941748,3.362483333,20.44078252
4.979,25.15718447,4.712783333,22.36784854,3.33075,20.14876311,3.059816667,20.42699417,3.368483333,20.46841165
4.987116667,25.1825068,4.712783333,22.38850485,3.33205,20.17172621,3.069416667,20.45000971,3.370666667,20.49368155
5.00175,25.2100835,4.730916667,22.41382718,3.34185,20.19243495,3.0766,20.47066602,3.38025,20.51439029
5.009066667,25.22617864,4.748916667,22.43679029,3.350133333,20.21545049,3.078783333,20.49598835,3.3879,20.53966019
5.024933333,25.24688738,4.760233333,22.46441942,3.351416667,20.23841359,3.08865,20.52356505,3.3907,20.56267573
5.033233333,25.27215728,4.76475,22.48968932,3.361166667,20.26142913,3.096266667,20.54427379,3.40145,20.58338447
5.04155,25.29747961,4.7827,22.51270485,3.3689,20.28444466,3.098583333,20.56498252,3.408916667,20.60404078
5.056333333,25.32044272,4.795033333,22.53797476,3.3701,20.31432816,3.108516667,20.59486602,3.411633333,20.6316699
5.063716667,25.35037864,4.799516667,22.56329709,3.379883333,20.3327301,3.115983333,20.61557476,3.42165,20.65232621
5.079433333,25.36872816,4.815883333,22.59087379,3.388416667,20.358,3.11825,20.64315146,3.429566667,20.67995534
5.079433333,25.39635728,4.827266667,22.61158252,3.389733333,20.38101553,3.1276,20.66616699,3.43245,20.70522524
5.09605,25.42162718,4.831416667,22.63685243,3.3996,20.40628544,3.13455,20.69374369,3.443066667,20.72132039
5.111466667,25.44694951,4.845083333,22.66678835,3.407566667,20.42468738,3.136666667,20.71675922,3.450966667,20.74433592
5.124666667,25.46991262,4.856866667,22.69205825,3.408783333,20.44770291,3.145733333,20.73516117,3.45385,20.76960583
5.1357,25.49523495,4.86115,22.71963495,3.418466667,20.47066602,3.1523,20.75812427,3.465366667,20.79262136
5.147116667,25.51363689,4.877233333,22.74495728,3.42665,20.49368155,3.1543,20.78800777,3.473716667,20.8133301
5.1584,25.5389068,4.889,22.77253398,3.427916667,20.51439029,3.163916667,20.80640971,3.476766667,20.84552039
5.169533333,25.55961553,4.893266667,22.79324272,3.4396,20.5373534,3.171133333,20.83173204,3.4876,20.86853592
5.18115,25.58263107,4.909533333,22.82081942,3.4409,20.56498252,3.173333333,20.86392233,3.495716667,20.89149903
5.187533333,25.60328738,4.922433333,22.83466019,3.45245,20.58338447,3.182983333,20.88688544,3.498666667,20.91451456
5.204133333,25.6309165,4.927133333,22.86223689,3.453733333,20.60634757,3.190666667,20.90298058,3.50955,20.94209126
5.216233333,25.65387961,4.944383333,22.8875068,3.46365,20.62705631,3.193,20.93060971,3.517766667,20.9628
5.222916667,25.67228155,4.957366667,22.90821553,3.47135,20.65463301,3.202283333,20.95357282,3.520766667,20.9926835
5.240566667,25.69299029,4.962083333,22.92892427,3.4729,20.67303495,3.209383333,20.97658835,3.531266667,21.01339223
5.251783333,25.71826019,4.979883333,22.95880777,3.486066667,20.69605049,3.211533333,20.99729709,3.539016667,21.03635534
5.257933333,25.74358252,4.9928,22.9818233,3.49165,20.72132039,3.22165,21.02487379,3.541833333,21.05937087
5.274816667,25.75967767,4.9975,23.00478641,3.492766667,20.74664272,3.229133333,21.04788932,3.552633333,21.08238641
5.287,25.78494757,5.01365,23.03010874,3.50445,20.76504466,3.231416667,21.06859806,3.560833333,21.10078835
5.293733333,25.8102699,5.0252,23.05537864,3.506116667,20.79031456,3.24155,21.08925437,3.563816667,21.12605825
5.310266667,25.8401534,5.029416667,23.07608738,3.516533333,20.81794369,3.249266667,21.1122699,3.574833333,21.14676699
5.3217,25.85163495,5.045366667,23.10140971,3.525616667,20.83403883,3.2516,21.13523301,3.58265,21.16747573
5.328,25.88157087,5.056416667,23.12437282,3.527433333,20.85930874,3.261083333,21.15594175,3.58585,21.19505243
5.344516667,25.90453398,5.060433333,23.14969515,3.538683333,20.88463107,3.2678,21.17895728,3.595716667,21.21345437
5.355883333,25.92293592,5.077033333,23.17265825,3.5403,20.90759417,3.26985,21.20192039,3.602683333,21.23641748
5.362133333,25.94364466,5.0893,23.20028738,3.55405,20.92599612,3.279616667,21.22954951,3.605666667,21.25943301
5.3783,25.97122136,5.093766667,23.21863689,3.559166667,20.95357282,3.286666667,21.25025825,3.61575,21.28014175
5.39015,25.9919301,5.1095,23.24395922,3.560183333,20.97428155,3.289116667,21.27552816,3.622833333,21.29623689
5.3967,26.01263883,5.121916667,23.26466796,3.571933333,20.9926835,3.299183333,21.29854369,3.625866667,21.32381359
5.413166667,26.04021553,5.127233333,23.29455146,3.573616667,21.01569903,3.30845,21.31463883,3.63555,21.34221553
5.42385,26.06092427,5.1446,23.31982136,3.5836,21.03866214,3.311833333,21.33529515,3.642233333,21.36523107
5.429716667,26.08388738,5.156666667,23.34514369,3.591016667,21.05706408,3.317716667,21.35831068,3.6451,21.38819417
5.446283333,26.10459612,5.16185,23.3681068,3.5925,21.07546602,3.32415,21.37901942,3.655116667,21.4135165
5.458016667,26.12991845,5.1785,23.39804272,3.606083333,21.10078835,3.3265,21.40198252,3.6621,21.43647961
5.464483333,26.15288155,5.190066667,23.41183107,3.614766667,21.11913786,3.336183333,21.43191845,3.665083333,21.45949515
